"","poradi","ID","datum","cas_sec","misto_vyzkumu","obor","zakl_vyzkum","reproduk","rep_Ne","rep_Mainstream","rep_Casopisy","rep_Diskuse","rep_Vlastni","krize_rep","krize_fyz","krize_bio","krize_med","krize_soc","krize_nevim","rep_podil","nerep_problem","nerep_chyba","nerep_valid","nerep_neobj","nerep_veda","nerep_narust","reg_Evropa","reg_Sev.Amerika","reg_Asie","reg_vsude.stejne","reg_nevim","nerep_zeme","despekt","desp_zeme","desp_jazyk","desp_kvalita","desp_nevim","desp_vlastni","reakce_nectu","reakce_vyberu","reakce_obezret","reakce_nic","reakce_stejne","reakce_nevim","reakce_vlastni","fakt_podvod","fakt_karier","fakt_dohled","fakt_recenz","fakt_selekc","fakt_replik","fakt_statis","fakt_odborn","fakt_data","fakt_dokume","fakt_metody","fakt_variab","fakt_design","fakt_smula","fakt_dalsi","nerep_jaMuj","nerep_jaCizi","nerep_oniMuj","rep_komentar","objekt_vnejsi.pohled","objekt_presnost","objekt_matematicka.konzistence","objekt_testovatelnost","objekt_nestrannost","objekt_priblizeni.pravde","objekt_shoda.s.realitou","objekt_kvantifikace","objekt_intersubjektivita","objekt_kriticke.mysleni","objekt_reprodukovatelnost","objekt_diskut","frek_nerepre","frek_hacking","frek_positiv","frek_popular","frek_modmet","frek_oversell","frek_zbytecne","frek_salam","neobj_nerepre","neobj_hacking","neobj_positiv","neobj_popular","neobj_modmet","neobj_oversell","neobj_zbytecne","neobj_salam","financ_vliv","financ_zajisti.objektivitu","financ_neduvera","financ_zajisti.nezavislost","financ_casvliv","financ_casvlast","pomer_administr","diskrim_muzi","diskrim_starsi","diskrim_uspesni","diskrim_autority","diskrim_zavedene","objekt_komentar","dilema_predator","dilema_neinformoval","dilema_misogyn","dilema_kvoty","dilema_cinska.medicina","dilema_embryo","dilema_komentar","gender","vek","kar_praxe","kar_titul","kar_citace","kar_nejlepsi","kar_kategorie","kar_komentar","pomer_veda","pomer_zakladni","obor_dotovany","obor_konkuren","obor_tlak","obor_rychly","obor_priliv","obor_publikac","obor_medializ","obor_verejnos","obor_komplexn","obor_mensi","cinnost_matem","cinnost_model","cinnost_teori","cinnost_exper","cinnost_kateg","cinnost_vyvoj","obor_ekzaktnost","obor_komentar","spec_hlavni","spec_astr","spec_astrvl","spec_bio","spec_biovl","spec_chem","spec_chemvl","spec_ekol","spec_ekolvl","spec_inze","spec_inzevl","spec_matr","spec_matrvl","spec_medi","spec_medivl","spec_fyzi","spec_fyzivl","spec_matm","spec_metmvl","spec_vlastni","instituce"
"913",28,5939978,2020-01-20,1299,"Na univerzitách v ČR","Chemické vědy","Ano",NA,NA,NA,NA,"Ano, v diskuzích na konferencích",NA,"Ano, významná krize","Fyzikálních/chemických","Biologických",NA,NA,NA,"40 %","Spíše souhlasím","Spíše nesouhlasím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím","Spíše nesouhlasím","Spíše nesouhlasím",NA,NA,NA,NA,"Nedokážu posoudit","Čína","Zřídka","Západní Evropa, USA","Byla to jazyková záležitost, protože nejsem rodilý mluvčí",NA,NA,"Horší zázemí a nižší prestiž vědeckého pracoviště",NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Zřídka","Někdy","Někdy","Velmi často","Velmi často","Velmi často","Někdy","Někdy","Někdy","Velmi často","Někdy","Velmi často","Někdy","Zřídka","Rozdílná instrumentace, často typu “home-made”","Ano","Ano","Ne",NA,NA,NA,NA,NA,"Nestrannost","Přiblížení k pravdě",NA,NA,NA,NA,"Reprodukovatelnost","Nikdy","60%","30%","60%","60%","60%","60%","50%","70%","Ano","Nevím","Ano","Ne","Ne","Ano","Ano","Ne","Někdy","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Nevím","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"40%",-1,-1,-1,-1,0,NA,"ne","ano","ano","ne","ano","ne",NA,"Žena","25–34","5–9 let","CSc./Ph.D.","Do 100","Ano","(1A) Asistent, (1B) Lektor, (1C) Výzkumný pracovník I",NA,"40%","100%","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Tuto činnost nedělám","Tuto činnost nedělám","Tuto činnost nedělám","2. místo","Tuto činnost nedělám","1. místo","„Měkčí“ (méně exaktní)",NA,"Chemistry",NA,NA,NA,NA,"Analytical Chemistry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MU"
"914",29,5939984,2020-01-20,1108,"Na univerzitách v ČR","Vědy o Zemi","Ano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Přesnost",NA,NA,NA,NA,"Shoda s realitou",NA,NA,"Kritické myšlení",NA,"Velmi často","20%","10%","30%","10%","10%","10%","20%","20%","Ano","Ano","Ano","Nevím","Ano","Ano","Nevím","Ano","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Financovaných ze soukromých zdrojů","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"50%",0,0,-1,-1,-1,NA,"ne","ne","ne","ne","ne","ano",NA,"Muž","45–54","10–19 let","CSc./Ph.D.","Do 500","Ne","(2A) Odborný asistent, (2A) Lektor II, (2B) Výzkumný pracovník II",NA,"40%","90%","Rozhodně ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Tuto činnost nedělám","3. místo","2. místo","Tuto činnost nedělám","1. místo","Tuto činnost nedělám","„Tvrdší“ (exaktnější)",NA,"Earth and Environmental Science",NA,NA,NA,NA,NA,NA,"Solid Earth Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MU"
"915",30,5939998,2020-01-20,1848,"Na univerzitách v ČR","Biologické a lékařské vědy","Ano",NA,NA,"Ano, v mainstreamových médiích","Ano, ve vědeckých časopisech",NA,NA,"Ano, nevýznamná krize",NA,NA,NA,NA,NA,"90 %","Rozhodně souhlasím","Rozhodně souhlasím","Rozhodně nesouhlasím","Rozhodně souhlasím","Spíše nesouhlasím","Spíše nesouhlasím",NA,NA,NA,"Ve všech regionech je podíl nereprodukovatelných studií stejný",NA,NA,"Nikdy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"V mém oboru jsou studie ze všech regionů stejně kvalitní",NA,NA,NA,"Někdy",NA,NA,"Někdy",NA,NA,NA,NA,NA,"Někdy","Někdy",NA,NA,NA,"Ano",NA,NA,NA,NA,NA,NA,NA,"Nestrannost","Přiblížení k pravdě",NA,NA,NA,"Kritické myšlení",NA,"Někdy","20%","Nevím","80%","10%","10%","40%","10%","20%","Ano","Nevím","Ne","Ne","Ano","Ano","Ano","Ne","Velmi často","Nevím","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"80%",0,1,-1,-1,-1,NA,"ne","ano","ne","ano","ano","ne",NA,"Muž","45–54","20 a více let","Docent","Do 1000","Ne","(3A) Docent, (3B) Výzkumný pracovník III",NA,"20%","100%","Rozhodně ano","Rozhodně ano","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano",NA,NA,"1. místo",NA,NA,NA,"„Tvrdší“ (exaktnější)",NA,"Biology",NA,NA,"Proteomics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MU"
"916",31,5940050,2020-01-20,774,"Na univerzitách v ČR","Vědy o Zemi","Ano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shoda s realitou",NA,NA,NA,NA,"Někdy","30%","20%","50%","30%","40%","30%","20%","60%","Ano","Nevím","Ano","Ne","Ne","Ano","Ne","Ne","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"40%",-1,-1,-1,-1,-1,NA,"ne","ne","ne","ne","ano","ne",NA,"Muž","35–44","20 a více let","Docent","Do 1000","Ano","(3A) Docent, (3B) Výzkumný pracovník III",NA,"40%","80%","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Rozhodně ne","Tuto činnost nedělám","3. místo","2. místo","3. místo","1. místo","Tuto činnost nedělám","„Měkčí“ (méně exaktní)",NA,"Earth and Environmental Science",NA,NA,NA,NA,NA,NA,"Environmental Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MU"
"917",32,5940064,2020-01-20,1487,"Na univerzitách v ČR","Aplikovaná fyzika","Ne",NA,"Ne",NA,NA,NA,NA,"Nevím","Fyzikálních/chemických","Biologických","Lékařských",NA,NA,"Nevím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím","Spíše nesouhlasím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím","Ani souhlasím/ani nesouhlasím",NA,NA,"Asie",NA,NA,NA,"Někdy",NA,"Byla to jazyková záležitost, protože nejsem rodilý mluvčí","Týkalo se to kvality vědecké práce",NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu","Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Někdy","Velmi často","Velmi často","Někdy","Velmi často","Někdy","Někdy","Zřídka","Velmi často","Zřídka","Velmi často","Velmi často","Někdy","Velmi často",NA,"Ano","Ano","Ano",NA,NA,NA,NA,NA,"Nestrannost",NA,NA,NA,"Intersubjektivita (možnost sdílet vědecké výsledky s ostatními)","Kritické myšlení",NA,"Někdy","Nevím","Nevím","80%","80%","70%","70%","30%","60%","Ano","Nevím","Ano","Ne","Ne","Ne","Ne","Ne","Velmi často","Soukromé (korporátní)","Ne, obojí je stejně důvěryhodné","Krátkodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"30%",1,1,-1,-1,0,NA,"ne","ne","ne","ne","ano","ano",NA,"Žena","25–34","Méně než 5 let","CSc./Ph.D.","Do 100","Ne","(2A) Odborný asistent, (2A) Lektor II, (2B) Výzkumný pracovník II",NA,"40%","30%","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Tuto činnost nedělám","3. místo","Tuto činnost nedělám","1. místo","Tuto činnost nedělám","1. místo","„Měkčí“ (méně exaktní)",NA,"Physics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nanotechnology",NA,NA,NA,NA,"MU"
"918",33,5940097,2020-01-20,1267,"Na univerzitách v ČR","Aplikovaná fyzika","Ano",NA,NA,"Ano, v mainstreamových médiích","Ano, ve vědeckých časopisech","Ano, v diskuzích na konferencích",NA,"Ano, významná krize",NA,"Biologických","Lékařských","Sociálních",NA,"90 %","Spíše nesouhlasím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím","Rozhodně souhlasím","Spíše souhlasím","Spíše souhlasím",NA,NA,"Asie",NA,NA,NA,"Někdy",NA,NA,NA,"Nedokážu posoudit",NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu",NA,NA,NA,NA,NA,"Zřídka","Velmi často","Někdy","Zřídka","Někdy","Velmi často","Někdy","Někdy","Někdy","Někdy","Velmi často","Někdy","Někdy","Někdy",NA,"Ano","Ano","Ano",NA,NA,NA,NA,NA,NA,NA,NA,"Kvantifikace","Intersubjektivita (možnost sdílet vědecké výsledky s ostatními)",NA,"Reprodukovatelnost","Někdy","50%","20%","20%","20%","20%","20%","20%","50%","Ano","Ano","Ano","Ne","Ano","Ano","Ano","Ano","Někdy","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Nevím","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"60%",0,0,-1,-1,-1,NA,"ano","ne","ne","ne","ne","ano",NA,"Muž","65 a více","20 a více let","Docent","Do 1000","Ne","(3A) Docent, (3B) Výzkumný pracovník III",NA,"50%","60%","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ne",NA,NA,NA,NA,NA,NA,"„Tvrdší“ (exaktnější)",NA,"Physics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plasma and Fluids",NA,NA,NA,NA,"MU"
"919",34,5940111,2020-01-20,2600,"Na univerzitách v ČR","Biologické a lékařské vědy","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech","Ano, v diskuzích na konferencích",NA,"Ano, významná krize",NA,"Biologických","Lékařských",NA,NA,"40 %","Rozhodně souhlasím","Spíše souhlasím","Spíše nesouhlasím","Rozhodně souhlasím","Spíše souhlasím","Spíše souhlasím",NA,NA,"Asie",NA,NA,"Čína","Nikdy",NA,NA,NA,NA,NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Velmi často","Velmi často","Velmi často","Velmi často","Velmi často","Velmi často","Velmi často","Někdy","Velmi často","Velmi často","Velmi často","Zřídka","Velmi často","Zřídka",NA,"Ano","Ano","Ne",NA,NA,"Přesnost",NA,NA,"Nestrannost",NA,"Shoda s realitou",NA,NA,NA,NA,"Někdy","30%","20%","30%","30%","40%","30%","20%","30%","Ano","Ano","Ano","Ano","Ano","Ano","Ano","Ano","Někdy","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Financovaných ze soukromých zdrojů","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"30%",-1,-1,0,-1,-1,NA,"ne","ne","ne","ne","ano","ne",NA,"Žena","35–44","10–19 let","CSc./Ph.D.","Do 500","Ne","(1A) Asistent, (1B) Lektor, (1C) Výzkumný pracovník I",NA,"100%","90%","Spíše ne","Rozhodně ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ne","Tuto činnost nedělám","Tuto činnost nedělám","3. místo","1. místo","2. místo","2. místo","Nedokážu posoudit",NA,"Biology",NA,NA,"Cancer Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MU"
"920",35,5940129,2020-01-20,1296,"Na univerzitách v ČR","Biologické a lékařské vědy","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech","Ano, v diskuzích na konferencích","Prednaskovy cyklus v ramci platformy Coursera","Ano, významná krize","Fyzikálních/chemických","Biologických","Lékařských","Sociálních",NA,"20 %","Rozhodně souhlasím","Ani souhlasím/ani nesouhlasím","Rozhodně nesouhlasím","Rozhodně souhlasím","Rozhodně souhlasím","Nevím",NA,NA,NA,NA,NA,NA,"Nikdy",NA,NA,NA,NA,NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Nevím","Velmi často","Někdy","Velmi často","Velmi často","Někdy","Někdy","Někdy","Velmi často","Velmi často","Nevím","Někdy","Velmi často","Někdy",NA,"Ano","Ano",NA,NA,NA,NA,NA,NA,"Nestrannost","Přiblížení k pravdě",NA,NA,NA,"Kritické myšlení",NA,"Velmi často","60%","10%","90%","50%","70%","60%","Nevím","40%","Ano","Ano","Ano","Ano","Ano","Ano","Nevím","Ano","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Financovaných ze soukromých zdrojů","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"20%",-1,1,-1,1,-1,NA,"ano","ne","ano","ne","ano","ne",NA,"Žena","35–44","5–9 let","CSc./Ph.D.","Do 1000","Ano","(2A) Odborný asistent, (2A) Lektor II, (2B) Výzkumný pracovník II",NA,"70%","90%","Spíše ne","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ne","Rozhodně ano","Nevím","3. místo","Tuto činnost nedělám","Tuto činnost nedělám","1. místo","Tuto činnost nedělám","2. místo","„Tvrdší“ (exaktnější)",NA,"Earth and Environmental Science",NA,NA,NA,NA,NA,NA,"Environmental Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MU"
"921",36,5940133,2020-01-20,1750,"Na univerzitách v ČR","Aplikovaná fyzika","Ano",NA,NA,"Ano, v mainstreamových médiích","Ano, ve vědeckých časopisech",NA,NA,"Ano, významná krize",NA,NA,NA,"Sociálních",NA,"50 %","Spíše souhlasím","Rozhodně nesouhlasím","Spíše nesouhlasím","Spíše souhlasím","Spíše souhlasím","Nevím",NA,NA,NA,NA,"Nedokážu posoudit",NA,"Zřídka",NA,"Byla to jazyková záležitost, protože nejsem rodilý mluvčí",NA,"Nedokážu posoudit",NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Někdy","Velmi často","Někdy","Někdy","Velmi často","Zřídka","Velmi často","Někdy","Někdy","Velmi často","Zřídka","Někdy","Velmi často","Zřídka",NA,"Ano","Nepamatuji se","Nepamatuji se",NA,"Pohled z vnějšku",NA,NA,NA,"Nestrannost",NA,NA,NA,NA,"Kritické myšlení",NA,"Někdy","80%","10%","70%","10%","30%","50%","90%","70%","Ano","Ano","Ano","Nevím","Ne","Nevím","Ne","Ne","Někdy","Nevím","Nevím","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"30%",0,-1,0,-1,-1,NA,"ne","ne","ne","ne","ano","ano","35 - Zavádějící, není přece jasné, že univerzity asiaty nepřijaly kvůli jejich etnicitě - už ze zadání plyne, že jde pouze o domněnku nepřijatých asiatů. Pokud by ale měly pravdu a prokazatelně šlo o nepřijetí z důvodu jejich etnicity (ačkoliv jsou to rodilí američané), pak hlasuji pro NE.","Muž","25–34","5–9 let","CSc./Ph.D.","Do 100","Ne","(2A) Odborný asistent, (2A) Lektor II, (2B) Výzkumný pracovník II",NA,"80%","30%","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Rozhodně ne","Spíše ano","Rozhodně ne","Rozhodně ne","Rozhodně ano","Spíše ne","Tuto činnost nedělám","3. místo","3. místo","1. místo","3. místo","2. místo","„Tvrdší“ (exaktnější)",NA,"Materials Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surfaces and Thin Films",NA,NA,NA,NA,NA,NA,NA,NA,"MU"
"922",37,5940148,2020-01-20,995,"Na univerzitách v ČR","Chemické vědy","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech","Ano, v diskuzích na konferencích",NA,"Ano, významná krize",NA,"Biologických","Lékařských","Sociálních",NA,"70 %","Ani souhlasím/ani nesouhlasím","Spíše souhlasím","Spíše nesouhlasím","Rozhodně souhlasím","Rozhodně nesouhlasím","Spíše souhlasím",NA,NA,"Asie",NA,NA,"Cina","Nikdy",NA,NA,NA,NA,NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Zřídka","Velmi často","Velmi často","Velmi často","Někdy","Velmi často","Někdy","Někdy","Zřídka","Zřídka","Někdy","Zřídka","Někdy",NA,NA,"Ne","Ano","Ne",NA,NA,NA,NA,"Testovatelnost","Nestrannost",NA,"Shoda s realitou",NA,NA,NA,NA,"Někdy","40%","Nevím","80%","70%","80%","50%","70%","70%","Ano","Nevím","Ne","Ne","Ano","Ano","Ano","Ano","Velmi často","Soukromé (korporátní)","Financovaných z veřejných zdrojů","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"20%",1,1,-1,1,-1,NA,"ne","ne","ne","ne","ne","ne",NA,"Muž","55–64","20 a více let","Docent","Do 5000","Ano","(3A) Docent, (3B) Výzkumný pracovník III",NA,"50%","60%","Spíše ne","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ne","3. místo","3. místo","3. místo","2. místo","2. místo","1. místo","„Tvrdší“ (exaktnější)",NA,"Chemistry",NA,NA,NA,NA,"Nanotechnology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MU"
"923",38,5940169,2020-01-20,2226,"Na univerzitách v ČR","Biologicko-ekologické vědy","Ano",NA,NA,NA,NA,NA,"dotýká se mého výzkumu","Ano, významná krize",NA,"Biologických",NA,NA,NA,"50 %","Spíše souhlasím","Rozhodně nesouhlasím","Rozhodně nesouhlasím","Rozhodně souhlasím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím",NA,NA,NA,"Ve všech regionech je podíl nereprodukovatelných studií stejný",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"V mém oboru jsou studie ze všech regionů stejně kvalitní",NA,NA,"Někdy","Vždy","Velmi často","Někdy","Velmi často","Velmi často","Někdy","Velmi často","Vždy","Zřídka","Zřídka","Zřídka","Někdy","Zřídka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Přiblížení k pravdě","Shoda s realitou",NA,NA,NA,"Reprodukovatelnost","Zřídka","30%","70%","Vždy 100%","10%","80%","70%","90%","90%","Ano","Ano","Ano","Ne","Ano","Ano","Ano","Ano","Velmi často","Soukromé (korporátní)","Nevím","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"30%",0,-1,-1,-1,-1,NA,"ne","ano","ano","ano","ano","ne","AD 32) co to bylo proboha za senát???","Muž","45–54","20 a více let","CSc./Ph.D.","Do 500","Ne","(1A) Asistent, (1B) Lektor, (1C) Výzkumný pracovník I","Persona nejbližšího přímého nadřízeného dokáže poničit nejednu vědeckou kariéru. V mém případě nejmenovaný profesor, který má dle posledního hodnocení RIV (2016) téměř identický bodový zisk jako já, lektor, a od té doby žádný Q1 či Q2 (na rozdíl de mě...).
STRIKTNÍ STANOVENÍ MINIMÁLNÍCH STANDARDŮ PRO JEDNOTLIVÉ PRACOVNÍ POZICE JE KLÍČOVOU ÚLOHOU VEDENÍ MUNI I FAKULT.","20%","50%","Rozhodně ne","Rozhodně ne","Spíše ne","Rozhodně ne","Rozhodně ne","Spíše ne","Rozhodně ne","Rozhodně ne","Spíše ano","Spíše ano",NA,NA,"1. místo","3. místo","2. místo",NA,"„Měkčí“ (méně exaktní)",NA,"Biology",NA,NA,"Plant Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MU"
"924",39,5940171,2020-01-20,1127,"Na univerzitách v ČR","Biologicko-ekologické vědy","Ano",NA,NA,NA,NA,NA,"internet","Nevím",NA,NA,NA,NA,"Nevím","70 %","Spíše nesouhlasím","Spíše nesouhlasím","Ani souhlasím/ani nesouhlasím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím","Nevím",NA,NA,NA,NA,"Nedokážu posoudit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shoda s realitou",NA,NA,"Kritické myšlení","Reprodukovatelnost","Někdy","40%","30%","70%","50%","70%","50%","30%","70%","Nevím","Ano","Nevím","Ne","Ano","Nevím","Ne","Ne","Někdy","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Nevím","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"30%",0,0,0,0,0,NA,"ne","ne","ne","ne","ne","ano",NA,"Muž","35–44","10–19 let","CSc./Ph.D.","Do 500","Ne","(1A) Asistent, (1B) Lektor, (1C) Výzkumný pracovník I",NA,"90%","100%","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Tuto činnost nedělám","Tuto činnost nedělám","1. místo","2. místo","3. místo","3. místo","„Tvrdší“ (exaktnější)",NA,"Biology",NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MU"
"925",40,5940199,2020-01-20,1515,"Na univerzitách v ČR","Biologicko-ekologické vědy","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech",NA,"vedecko populárne časopisy","Nevím",NA,NA,NA,NA,"Nevím","50 %","Spíše souhlasím","Rozhodně nesouhlasím","Rozhodně nesouhlasím","Spíše souhlasím","Spíše souhlasím","Nevím",NA,NA,NA,NA,"Nedokážu posoudit",NA,"Nikdy",NA,NA,NA,NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu",NA,NA,NA,NA,NA,"Někdy","Velmi často","Někdy","Někdy","Velmi často","Někdy","Někdy","Někdy","Nevím","Nevím","Někdy","Někdy","Velmi často","Nevím",NA,"Ano","Ne","Ne",NA,"Pohled z vnějšku",NA,NA,NA,"Nestrannost",NA,NA,NA,NA,"Kritické myšlení",NA,"Velmi často","Nevím","Nevím","70%","30%","90%","30%","30%","30%","Ano","Nevím","Ano","Ne","Ne","Ano","Ne","Ano","Velmi často","Nevím","Nevím","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"20%",0,0,-1,-1,-1,NA,"ano","ano","ne","ano","ano","ano",NA,"Žena","25–34","Méně než 5 let","CSc./Ph.D.","Do 100","Ne","(1A) Asistent, (1B) Lektor, (1C) Výzkumný pracovník I",NA,"90%","80%","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ano","Rozhodně ne","Tuto činnost nedělám","2. místo","3. místo","1. místo","2. místo","Tuto činnost nedělám","„Měkčí“ (méně exaktní)",NA,"Earth and Environmental Science",NA,NA,NA,NA,NA,NA,"Environmental Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MU"
